frequency_hz,magnitude
19640.6,0.00333568
19687.5,0.00329718
19734.4,0.00330114
19781.2,0.00319097
19828.1,0.00344625
19875,0.00309725
19921.9,0.00336333
19968.8,0.00323773
20015.6,0.00335424
20062.5,0.00321236
20109.4,0.00310087
20156.2,0.00337321
20203.1,0.003346
20250,0.00314566
20296.9,0.00315288
20343.8,0.00338044
20390.6,0.00325928
20437.5,0.00300792
20484.4,0.00329001
20531.2,0.003256
20578.1,0.00323759
20625,0.00316404
20671.9,0.00301814
20718.8,0.00339077
20765.6,0.00318744
20812.5,0.00313459
20859.4,0.00326353
20906.2,0.00315751
20953.1,0.00313694
21000,0.00329029
21046.9,0.00301514
21093.8,0.0031518
21140.6,0.0032081
21187.5,0.00330839
21234.4,0.00288901
21281.2,0.00330187
21328.1,0.00305975
21375,0.0032291
21421.9,0.0032181
21468.8,0.00312359
21515.6,0.00314112
21562.5,0.00303911
21609.4,0.00308016
21656.2,0.0032923
21703.1,0.00288149
21750,0.00311425
21796.9,0.00342276
21843.8,0.00272211
21890.6,0.00342258
21937.5,0.00296836
21984.4,0.0032175
22031.2,0.00309834
22078.1,0.00302355
22125,0.00321286
22171.9,0.00301305
22218.8,0.00321952
22265.6,0.00299625
22312.5,0.00304883
22359.4,0.00326155
22406.2,0.00308871
22453.1,0.00315384
22500,0.00302178
22546.9,0.00299725
22593.8,0.00309114
22640.6,0.00324469
22687.5,0.00301471
22734.4,0.00314139
22781.2,0.00294786
22828.1,0.0030478
22875,0.00322371
22921.9,0.00296468
22968.8,0.00312216
23015.6,0.00308295
23062.5,0.00303999
23109.4,0.00290603
23156.2,0.00333327
23203.1,0.0030777
23250,0.00300136
23296.9,0.0031766
23343.8,0.00290839
23390.6,0.0031306
23437.5,0.00307082
23484.4,0.00284724
23531.2,0.00327333
23578.1,0.00317952
23625,0.00283777
23671.9,0.00320044
23718.8,0.00308831
23765.6,0.00303547
23812.5,0.00299886
23859.4,0.00317587
23906.2,0.00292352
23953.1,0.00311493
24000,0.00307967
